video_title,channel_uploader,author,publish_date,updated_date,like_count,text_display,url
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@reg4026,2024-11-05T12:49:01Z,2024-11-05T12:49:01Z,0,Actually no one knows when will be the results out.😂 click bait,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@MistyWhit,2024-11-05T12:48:45Z,2024-11-05T12:48:45Z,1,💙💙💙💙💙,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@RavipratapSingh-xw8uy,2024-11-05T12:46:08Z,2024-11-05T12:46:08Z,3,Trump&#39;s victory will improve relations between India and India.,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@A9III,2024-11-05T12:27:00Z,2024-11-05T12:27:00Z,5,Trump❤,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@chanchalm1234,2024-11-05T12:19:03Z,2024-11-05T12:19:03Z,1,Whoever....! Who care except few politician. The business and policies will go as per planned. Nothing will change. But if you want a president with entertainment that is TRUMP. 😅😅😅😅🥵🥵🥵😠😠😠😠😅😅😅,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@SwapnilKushavaha,2024-11-05T12:01:37Z,2024-11-05T12:01:37Z,14,When result be announced?,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@dinagarans3695,2024-11-05T11:26:30Z,2024-11-05T11:26:30Z,3,Trump 🎉❤,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@alpermaghuyop1540,2024-11-05T11:09:47Z,2024-11-05T11:09:47Z,0,"Trump is the sign of peace and prosperity,  kamala and biden are the sign of war and destructions.  Think think think.",https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@prasenjitroy9154,2024-11-05T10:41:33Z,2024-11-05T10:41:33Z,0,Trump will win.... From 🇮🇳🇮🇳🇮🇳🇮🇳,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@ddm393,2024-11-05T10:30:06Z,2024-11-05T10:30:06Z,10,Kamala win,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@vinay.104,2024-11-05T10:18:12Z,2024-11-05T10:18:12Z,3,Kamla will join BJP(kamal) after losing,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@lavonloi1115,2024-11-05T09:33:30Z,2024-11-05T09:33:30Z,7,Trump 2024,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@lilithhatchett,2024-11-05T09:26:35Z,2024-11-05T09:26:35Z,4,Oh bull its not close,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@wolfsr9259,2024-11-05T08:14:23Z,2024-11-05T08:14:23Z,15,The world needs Trump now,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@HostaSalahe,2024-11-05T08:08:48Z,2024-11-05T08:08:48Z,58,I am from india we need trump to be president of America.,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@Mark_Anthony...,2024-11-05T08:02:27Z,2024-11-05T08:02:27Z,9,Donald trump ❤,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@aynehkear,2024-11-05T07:45:56Z,2024-11-05T07:45:56Z,71,America needs Trump for peace &amp; prosperity,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@suvendudasadhikary9914,2024-11-05T07:40:06Z,2024-11-05T07:40:06Z,70,Trump🎉🎉🎉,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@lloydponnamblam5036,2024-11-05T07:27:35Z,2024-11-05T07:27:35Z,11,Kamala is at a lead,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@surapholvallasiri3493,2024-11-05T07:14:09Z,2024-11-05T07:14:09Z,9,Whenever Trump says❤❤ the election was stolen❤❤❤ yea ❤yeah❤,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@ryanflanagan8793,2024-11-05T07:06:33Z,2024-11-05T07:06:33Z,1,idk,https://www.youtube.com/watch?v=WKCDwc-GLe4
When Will The U.S. Election Results Be Announced? Your Complete Guide | Trump Vs Harris | N18G,CNBC-TV18,@charlesayers5387,2024-11-05T06:59:07Z,2024-11-05T06:59:07Z,0,NBC employees will lie on their mom and daddy graveyard make the devil happy Kamala Harris she&#39;s a hypocrite lie on her tombstone 👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿👿🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦🪦,https://www.youtube.com/watch?v=WKCDwc-GLe4
